name	nprots	nhits	nfull	genus	ngenus	species	nspecies	avgpid	Superkingdom	kingdom	phylum	class	order	family	genus	source	source
bin_28	998	910	639	methanogenic	546	methanogenic archaeon mixed culture ISO4-G1 OX=1452364 	504	66.54	Archaea	NA	Euryarchaeota	Methanomicrobia	Methanomicrobiales			Donors_shared	Donors shared
bin_302	1413	1286	1089	methanogenic	381	Methanomassiliicoccales archaeon RumEn M2 OX=1713725 	342	60.92	Archaea	NA	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales			Donors_shared	Donors shared
bin_165	1343	1223	1046	methanogenic	370	Methanomassiliicoccales archaeon RumEn M2 OX=1713725 	332	61.05	Archaea	NA	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales			Donors_shared	Donors shared
bin_37	1483	1465	1398	Methanomethylophilus	904	Methanomethylophilus alvus (strain Mx1201) OX=1236689 	904	99.18	Archaea	NA	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae	Candidatus Methanomethylophilus	Donors_shared	Donors shared
bin_234	1130	1102	737	Methanomethylophilus	728	Methanomethylophilus alvus (strain Mx1201) OX=1236689 	728	98.75	Archaea	NA	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Candidatus Methanomethylophilaceae	Candidatus Methanomethylophilus	Donors_shared	Donors shared
bin_53	1882	1865	1809	Staphylococcus	867	Staphylococcus sp. NCTC 7486 OX=2583582	867	98.44	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_354	1555	1486	1390	Mogibacterium	726	Mogibacterium diversum OX=114527 	302	64.4	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Donors_shared	Donors shared
bin_534	1673	1580	1432	Mogibacterium	728	Mogibacterium diversum OX=114527 	302	65.29	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Donors_shared	Donors shared
bin_72	1738	1655	1523	Mogibacterium	731	Mogibacterium diversum OX=114527 	304	65.5	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Donors_shared	Donors shared
bin_561	1279	1211	1034	Mogibacterium	554	Mogibacterium diversum OX=114527 	219	62.75	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Donor1_specific	Donor1 specific
bin_125	2254	2204	2128	Staphylococcus	1016	Mycobacteroides abscessus subsp. abscessus OX=1185650 	988	98.3	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_193	1413	1345	1219	Firmicutes	529	Oscillibacter sp. OX=1945593 	396	74.19	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Donors_shared	Donors shared
bin_251	3898	3865	3769	Parabacteroides	2760	Parabacteroides distasonis OX=823 	1877	99.66	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Others	Others
bin_207	3779	3745	3690	Parabacteroides	2833	Parabacteroides distasonis OX=823 	2323	99.72	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Others	Others
bin_167	2318	2270	2006	Paraeggerthella	2108	Paraeggerthella hongkongensis OX=230658 	2108	97.27	Bacteria	NA	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Paraeggerthella	Others	Others
bin_288	2433	2371	2229	Paraeggerthella	2146	Paraeggerthella hongkongensis OX=230658 	2146	96.52	Bacteria	NA	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Paraeggerthella	Others	Others
bin_421	2048	2025	1974	Pasteurella	1766	Pasteurella aerogenes OX=749 	1757	98.39	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_92	2036	2015	1965	Pasteurella	1732	Pasteurella aerogenes OX=749 	1722	97.97	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_433	2134	2112	2044	Pasteurella	1793	Pasteurella aerogenes OX=749 	1784	98.21	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_540	1991	1967	1896	Pasteurella	1692	Pasteurella aerogenes OX=749 	1680	98.72	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_449	1824	1806	1739	Pasteurella	1605	Pasteurella aerogenes OX=749 	1595	98.69	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_474	1721	1695	1276	Pasteurella	1489	Pasteurella aerogenes OX=749 	1481	98.75	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_565	2004	1979	1804	Pasteurella	1758	Pasteurella aerogenes OX=749 	1750	98.88	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_457	1826	1808	1747	Pasteurella	1624	Pasteurella aerogenes OX=749 	1617	98.8	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_401	2109	2083	2034	Pasteurella	1759	Pasteurella aerogenes OX=749 	1743	97.34	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_577	2157	2131	2059	Pasteurella	1760	Pasteurella aerogenes OX=749 	1748	98.02	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_341	2062	2038	1966	Pasteurella	1785	Pasteurella aerogenes OX=749 	1775	98.6	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_320	1980	1949	1837	Pasteurella	1726	Pasteurella aerogenes OX=749 	1716	98.72	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Others	Others
bin_487	2042	1944	1399	Pelistega	1132	Pelistega indica OX=1414851 	1132	74.12	Bacteria	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pelistega	Others	Others
bin_279	2069	1995	1888	Peptostreptococcus	1729	Peptostreptococcus russellii OX=215200 	1666	95.8	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Others	Others
bin_182	1926	1892	1844	Peptostreptococcus	1718	Peptostreptococcus russellii OX=215200 	1657	96.8	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Others	Others
bin_153	1735	1713	1646	Phascolarctobacterium	1705	Phascolarctobacterium succinatutens YIT 12067 OX=626939 	1321	99.26	Bacteria	NA	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Donors_shared	Donors shared
bin_460	1321	1302	946	Phascolarctobacterium	1297	Phascolarctobacterium succinatutens YIT 12067 OX=626939 	1032	99.29	Bacteria	NA	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Donors_shared	Donors shared
bin_158	1992	1929	1728	Phascolarctobacterium	1858	Phascolarctobacterium succinatutens YIT 12067 OX=626939 	1392	96.89	Bacteria	NA	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Donors_shared	Donors shared
bin_520	2028	1962	1848	Phascolarctobacterium	1876	Phascolarctobacterium succinatutens YIT 12067 OX=626939 	1344	96.05	Bacteria	NA	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Donors_shared	Donors shared
bin_414	2018	1683	1520	Planctomycetaceae	546	Planctomycetaceae bacterium OX=2026779 	544	50.5	Bacteria	NA	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae		Donors_shared	Donors shared
bin_181	2344	1946	1724	Planctomycetaceae	614	Planctomycetaceae bacterium OX=2026779 	611	51.17	Bacteria	NA	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae		Donors_shared	Donors shared
bin_239	1595	1461	1379	Porphyromonadaceae	998	Porphyromonadaceae bacterium OX=2049046 	998	70.45	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae		Donors_shared	Donors shared
bin_136	1137	1059	1025	Porphyromonadaceae	222	Porphyromonadaceae bacterium OX=2049046 	219	62.51	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae		Donors_shared	Donors shared
bin_93	1960	1827	1757	Porphyromonadaceae	1380	Porphyromonadaceae bacterium OX=2049046 	1380	86.35	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae		Donors_shared	Donors shared
bin_271	1445	1359	1274	Bacteroides	382	Porphyromonadaceae bacterium OX=2049046 	346	65.96	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Donor1_specific	Donor1 specific
bin_235	1644	1549	1331	Muribaculaceae	293	Porphyromonadaceae bacterium OX=2049046 	222	63.98	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		Donors_shared	Donors shared
bin_102	1787	1687	1643	Porphyromonadaceae	1325	Porphyromonadaceae bacterium OX=2049046 	1325	87.44	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae		Donors_shared	Donors shared
bin_247	1503	1393	1065	Prevotella	511	Prevotella sp. CAG:873 OX=1262936 	445	64.17	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Donor2_specific	Donor2 specific
bin_208	1705	1636	1533	Prevotella	1551	Prevotella sp. CAG:873 OX=1262936 	1521	95.59	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Donor1_specific	Donor1 specific
bin_97	1560	1471	1332	Prevotella	558	Prevotella sp. CAG:873 OX=1262936 	461	62.59	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Donors_shared	Donors shared
bin_123	3205	3159	2280	Proteus	2409	Proteus mirabilis OX=584 	2232	99.3	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Others	Others
bin_91	1368	1303	1191	Bacteroidetes	395	Rikenellaceae bacterium OX=2049048 	172	59.83	Bacteria	NA	Bacteroidetes	Bacteroidetes	Bacteroidales	Rikenellaceae		Donor1_specific	Donor1 specific
bin_267	2150	2040	1680	Rothia	1893	Rothia nasimurium OX=85336 	1834	90.33	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Donor1_specific	Donor1 specific
bin_305	2084	2011	1977	Rothia	1855	Rothia nasimurium OX=85336 	1792	89.39	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_83	2182	2095	1711	Rothia	1967	Rothia nasimurium OX=85336 	1918	91.1	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_217	1757	1701	1414	Rothia	1581	Rothia nasimurium OX=85336 	1501	82.1	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_278	2117	2027	1857	Rothia	1859	Rothia nasimurium OX=85336 	1799	90.65	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Donor1_specific	Donor1 specific
bin_154	2217	2130	1646	Rothia	1982	Rothia nasimurium OX=85336 	1922	91.05	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_283	2235	2144	2085	Rothia	1942	Rothia nasimurium OX=85336 	1888	89.67	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_12	2143	2029	1906	Rothia	1764	Rothia nasimurium OX=85336 	1676	80.86	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_5	2110	2006	1900	Rothia	1779	Rothia nasimurium OX=85336 	1686	81.5	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Donor1_specific	Donor1 specific
bin_135	1607	1542	998	Rothia	1455	Rothia nasimurium OX=85336 	1400	89.91	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Donor1_specific	Donor1 specific
bin_29	1845	1751	1349	Rothia	1614	Rothia nasimurium OX=85336 	1530	82.43	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Donor1_specific	Donor1 specific
bin_186	2170	2104	1922	Rothia	1952	Rothia nasimurium OX=85336 	1895	90.93	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_258	2127	2017	1528	Rothia	1799	Rothia nasimurium OX=85336 	1739	91.5	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Donor1_specific	Donor1 specific
bin_105	1700	1634	1316	Rothia	1533	Rothia nasimurium OX=85336 	1445	82.43	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Donor1_specific	Donor1 specific
bin_556	1827	1758	1536	Rothia	1636	Rothia nasimurium OX=85336 	1579	89.09	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_11	1423	1383	1046	Rothia	1312	Rothia nasimurium OX=85336 	1269	90.89	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_229	2140	2055	1932	Rothia	1894	Rothia nasimurium OX=85336 	1839	89.17	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_152	2111	2035	1901	Rothia	1888	Rothia nasimurium OX=85336 	1834	89.48	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_252	1772	1737	1726	Rothia	1667	Rothia sp. HMSC065C03 OX=1715084 	220	97.74	Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Others	Others
bin_259	3206	3039	2671	Ruminococcaceae	2017	Ruminococcaceae bacterium D16 OX=552398 	1958	92.29	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donors_shared	Donors shared
bin_159	1567	1523	1035	Ruminococcaceae	1023	Ruminococcaceae bacterium D16 OX=552398 	991	94.8	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donors_shared	Donors shared
bin_43	1876	1763	1665	Ruminococcaceae	1120	Ruminococcaceae bacterium OX=1898205 	1115	71.06	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donor2_specific	Donor2 specific
bin_177	1575	1449	1355	Ruminococcaceae	512	Ruminococcaceae bacterium OX=1898205 	505	60.85	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donor1_specific	Donor1 specific
bin_79	1973	1933	1902	Ruminococcaceae	1342	Ruminococcaceae bacterium OX=1898205 	1339	96.98	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donor1_specific	Donor1 specific
bin_231	1872	1767	1683	Ruminococcaceae	1103	Ruminococcaceae bacterium OX=1898205 	1099	71.17	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donor2_specific	Donor2 specific
bin_224	1875	1804	1739	Ruminococcaceae	717	Ruminococcaceae bacterium OX=1898205 	712	93.76	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donor1_specific	Donor1 specific
bin_334	1948	1815	1658	Ruminococcaceae	1139	Ruminococcaceae bacterium OX=1898205 	1134	70.95	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donor2_specific	Donor2 specific
bin_292	1610	1515	1467	Ruminococcaceae	1018	Ruminococcaceae bacterium OX=1898205 	1000	77.98	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donors_shared	Donors shared
bin_465	1508	1369	1193	Ruminococcaceae	486	Ruminococcaceae bacterium OX=1898205 	478	60.66	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Donor2_specific	Donor2 specific
bin_232	1834	1746	1640	Ruminococcus	1457	Ruminococcus sp. OX=41978 	1291	85.39	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Donor1_specific	Donor1 specific
bin_100	2742	2701	2552	Ruthenibacterium	1479	Ruthenibacterium lactatiformans OX=1550024 	1479	99.02	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Donors_shared	Donors shared
bin_195	2396	2263	1913	Ruthenibacterium	564	Ruthenibacterium lactatiformans OX=1550024 	564	69.52	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Donors_shared	Donors shared
bin_424	2290	2266	1944	Ruthenibacterium	1322	Ruthenibacterium lactatiformans OX=1550024 	1322	99.2	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Donors_shared	Donors shared
bin_505	1993	1920	1793	Schaalia	1215	Schaalia cardiffensis F0333 OX=888050 	806	72.63	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_513	1896	1827	1699	Schaalia	1180	Schaalia cardiffensis F0333 OX=888050 	785	72.45	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_372	1973	1915	1833	Schaalia	1212	Schaalia cardiffensis F0333 OX=888050 	801	72.51	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_52	1982	1929	1862	Schaalia	1229	Schaalia cardiffensis F0333 OX=888050 	826	72.08	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_300	2038	1975	1883	Schaalia	1211	Schaalia cardiffensis F0333 OX=888050 	801	73.28	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_347	2023	1956	1850	Schaalia	1224	Schaalia cardiffensis F0333 OX=888050 	812	72.35	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_580	2000	1942	1848	Schaalia	1223	Schaalia cardiffensis F0333 OX=888050 	811	72.35	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_450	2099	2035	1939	Schaalia	1268	Schaalia cardiffensis F0333 OX=888050 	834	72.35	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_326	2037	1965	1861	Schaalia	1230	Schaalia cardiffensis F0333 OX=888050 	814	72.45	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_470	2061	1979	1696	Schaalia	1252	Schaalia cardiffensis F0333 OX=888050 	829	72.47	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_127	2121	2051	1946	Schaalia	1290	Schaalia cardiffensis F0333 OX=888050 	853	72.08	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Others	Others
bin_272	1458	1406	952	Slackia	946	Slackia isoflavoniconvertens OX=572010 	931	96.54	Bacteria	NA	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Others	Others
bin_15	1848	1789	1616	Slackia	1210	Slackia isoflavoniconvertens OX=572010 	1189	95.91	Bacteria	NA	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Others	Others
bin_407	2425	2397	1959	Staphylococcus	2179	Staphylococcus aureus OX=1280 	1079	99.21	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_377	2458	2440	2358	Staphylococcus	2200	Staphylococcus aureus OX=1280 	1142	99.02	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_157	2490	2473	2393	Staphylococcus	2232	Staphylococcus aureus OX=1280 	1155	99.04	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_382	2403	2384	2120	Staphylococcus	2158	Staphylococcus aureus OX=1280 	1071	99.26	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_315	2480	2462	2372	Staphylococcus	2223	Staphylococcus aureus OX=1280 	1145	99.02	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_335	2469	2452	2374	Staphylococcus	2212	Staphylococcus aureus OX=1280 	1145	99.02	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_466	2353	2323	1951	Staphylococcus	2106	Staphylococcus aureus OX=1280 	1033	99.04	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_248	2031	2006	1651	Staphylococcus	1631	Staphylococcus aureus subsp. aureus OX=46170 	1008	99.72	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_156	2529	2508	2450	Staphylococcus	2154	Staphylococcus aureus subsp. aureus OX=46170 	1371	99.79	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_448	2041	2020	1644	Staphylococcus	1627	Staphylococcus aureus subsp. aureus OX=46170 	1027	99.74	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_346	1896	1879	1557	Staphylococcus	1646	Staphylococcus aureus subsp. aureus OX=46170 	635	99.46	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_304	2515	2491	2436	Staphylococcus	2139	Staphylococcus aureus subsp. aureus OX=46170 	1355	99.76	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_261	2408	2347	2002	Staphylococcus	1961	Staphylococcus epidermidis OX=1282 	724	98.65	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_146	2205	2189	2150	Staphylococcus	2066	Staphylococcus epidermidis OX=1282 	890	99.76	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_114	2044	2010	1865	Staphylococcus	1572	Staphylococcus epidermidis W23144 OX=525376 	564	99.08	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_265	2287	2254	2092	Staphylococcus	2015	Staphylococcus epidermidis W23144 OX=525376 	760	99.17	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_13	2213	2184	1622	Staphylococcus	1845	Staphylococcus haemolyticus OX=1283 	1678	99.47	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_184	2280	2256	2208	Staphylococcus	1238	Staphylococcus haemolyticus OX=1283 	1074	99.43	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_49	2151	2114	2011	Staphylococcus	2044	Staphylococcus haemolyticus OX=1283 	1458	98.9	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_31	2255	2215	2175	Staphylococcus	2209	Staphylococcus hyicus OX=1284 	1148	98.79	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_124	2016	1980	1712	Staphylococcus	1515	Staphylococcus saprophyticus OX=29385 	681	98.51	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Others	Others
bin_355	1590	1564	1302	Streptococcus	1549	Streptococcus acidominimus OX=1326 	853	94.61	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Others	Others
bin_411	1444	1422	946	Streptococcus	923	Streptococcus agalactiae OX=1311 	806	99.42	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Others	Others
bin_179	2131	2103	1733	Streptococcus	1501	Streptococcus agalactiae OX=1311 	1287	99.64	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Others	Others
bin_462	2639	2612	2499	Streptococcus	2580	Streptococcus gallolyticus OX=315405 	951	98.09	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor2_specific	Donor2 specific
bin_172	2493	2461	2412	Streptococcus	2430	Streptococcus gallolyticus OX=315405 	1207	98.41	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor1_specific	Donor1 specific
bin_563	2471	2440	2381	Streptococcus	2410	Streptococcus gallolyticus OX=315405 	1196	98.43	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor1_specific	Donor1 specific
bin_483	2464	2438	2391	Streptococcus	2415	Streptococcus gallolyticus OX=315405 	1201	98.4	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor1_specific	Donor1 specific
bin_321	2685	2659	2548	Streptococcus	2621	Streptococcus gallolyticus OX=315405 	953	98.1	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor2_specific	Donor2 specific
bin_389	2680	2654	2539	Streptococcus	2623	Streptococcus gallolyticus OX=315405 	954	98.14	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor2_specific	Donor2 specific
bin_46	2491	2472	2376	Streptococcus	2451	Streptococcus gallolyticus OX=315405 	916	98.47	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor2_specific	Donor2 specific
bin_511	2713	2689	2568	Streptococcus	2640	Streptococcus gallolyticus OX=315405 	957	98.13	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor2_specific	Donor2 specific
bin_529	2679	2654	2545	Streptococcus	2620	Streptococcus gallolyticus OX=315405 	954	98.14	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor2_specific	Donor2 specific
bin_542	2669	2642	2535	Streptococcus	2609	Streptococcus gallolyticus OX=315405 	955	98.18	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Donor2_specific	Donor2 specific
