Genome	Order_VC_predicted	Family_VC_predicted	Genus_VC_predicted	VC	VC Subcluster	VC Status
Vibrio~phage~VSK	['Tubulavirales']	['Inoviridae']	['Villovirus', 'Fibrovirus']	871_0	VC_871_0	Clustered
Vibrio~phage~ValKK3	['Caudovirales']	['Myoviridae']	['Schizot4virus']	44_0	VC_44_0	Clustered
Vibrio~phage~Vc1	['Caudovirales']	['Autographiviridae']	['Murciavirus', 'Gutovirus', 'Kaohsiungvirus', 'Trungvirus', 'Uliginvirus', 'Gajwadongvirus']	352_0	VC_352_0	Clustered
Vibrio~phage~Vf12	['Tubulavirales']	['Inoviridae']	['Villovirus', 'Fibrovirus']	871_0	VC_871_0	Clustered
Vibrio~phage~VfO3K6	['Tubulavirales']	['Inoviridae']	['Versovirus']	869_0	VC_869_0	Clustered
Vibrio~phage~VfO4K68	['Tubulavirales']	['Inoviridae']	['Versovirus']	869_0	VC_869_0	Clustered
Vibrio~phage~Vp670	['Caudovirales']	['Autographiviridae']	['Murciavirus', 'Gutovirus', 'Kaohsiungvirus', 'Trungvirus', 'Uliginvirus', 'Gajwadongvirus']	352_0	VC_352_0	Clustered
Vibrio~phage~VvAW1	['Caudovirales']	['Podoviridae']	Unassigned	253_0	VC_253_0	Clustered
Vibrio~phage~X29	['Caudovirales']	['Myoviridae']	['Toutatisvirus', 'Eponavirus', 'Taranisvirus']	194_0	VC_194_0	Clustered
Vibrio~phage~eugene~12A10	['Caudovirales']	['Myoviridae']	Unassigned	78_0	VC_78_0	Clustered
Vibrio~phage~fs2	['Tubulavirales']	['Inoviridae']	['Saetivirus']	872_0	VC_872_0	Clustered
Vibrio~phage~helene~12B3	['Caudovirales']	['Myoviridae']	Unassigned	78_0	VC_78_0	Clustered
Vibrio~phage~nt-1	['Caudovirales']	['Myoviridae']	['Schizot4virus']	44_0	VC_44_0	Clustered
Vibrio~phage~pTD1	['Caudovirales']	['Myoviridae']	['Aphroditevirus', 'Tidunavirus']	412_2	VC_412_2	Clustered
Vibrio~phage~pYD38-A	['Caudovirales']	['Siphoviridae']	['Roufvirus', 'Pis4avirus']	100_0	VC_100_0	Clustered
Vibrio~phage~phi~1	['Caudovirales']	['Podoviridae']	Unassigned	14_0	VC_14_0	Clustered
Vibrio~phage~phi-A318	['Caudovirales']	['Autographiviridae']	['Murciavirus', 'Gutovirus', 'Kaohsiungvirus', 'Trungvirus', 'Uliginvirus', 'Gajwadongvirus']	352_0	VC_352_0	Clustered
Vibrio~phage~phiVC8	['Caudovirales']	['Podoviridae']	['Vp5virus', 'Enhodamvirus']	867_0	VC_867_0	Clustered
Vibrio~phage~qdvp001	['Caudovirales']	['Myoviridae']	Unassigned	78_2	VC_78_2	Clustered/Singleton
Vibrio~phage~vB_ValM-yong1	['Caudovirales']	['Myoviridae']	['Seongnamvirus', 'Hp1virus', 'Canoevirus', 'Vulnificusvirus', 'Longwoodvirus', 'Catalunyavirus', 'Phitrevirus', 'Playavirus']	108_0	VC_108_0	Clustered
Vibrio~phage~vB_VchM-138	['Caudovirales']	['Myoviridae']	['Jedunavirus', 'Msw3virus', 'Iodovirus']	104_0	VC_104_0	Clustered
Vibrio~phage~vB_VpaM_MAR	['Caudovirales']	['Myoviridae']	['Vhmlvirus']	166_0	VC_166_0	Clustered
Vibrio~phage~vB_VpaS_MAR10	['Caudovirales']	['Siphoviridae']	['Ssp2virus']	870_0	VC_870_0	Clustered
Vibrio~phage~vB_VspP_pVa5	['Caudovirales']	['Podoviridae']	Unassigned	8_0	VC_8_0	Clustered
Vibrio~virus~K139	['Caudovirales']	['Myoviridae']	['Seongnamvirus', 'Hp1virus', 'Canoevirus', 'Vulnificusvirus', 'Longwoodvirus', 'Catalunyavirus', 'Phitrevirus', 'Playavirus']	108_0	VC_108_0	Clustered
Vibrio~virus~Kappa	['Caudovirales']	['Myoviridae']	['Seongnamvirus', 'Hp1virus', 'Canoevirus', 'Vulnificusvirus', 'Longwoodvirus', 'Catalunyavirus', 'Phitrevirus', 'Playavirus']	108_0	VC_108_0	Clustered
Vibrio~virus~VP882	['Caudovirales']	['Myoviridae']	['Hapunavirus']	416_0	VC_416_0	Clustered
Vibrio~virus~Vf33	['Tubulavirales']	['Inoviridae']	['Villovirus', 'Fibrovirus']	871_0	VC_871_0	Clustered
Vibrio~virus~fs1	['Tubulavirales']	['Inoviridae']	['Villovirus', 'Fibrovirus']	871_0	VC_871_0	Clustered
Vibriophage~VP4	['Caudovirales']	['Autographiviridae']	['Chatterjeevirus', 'Serkorvirus', 'Teseptimavirus', 'Stompelvirus', 'Piedvirus', 'Kelmasvirus']	349_0	VC_349_0	Clustered
Xanthomonas~phage~Carpasina	['Caudovirales']	['Myoviridae']	['Pbunavirus', 'Carpasinavirus', 'Tabernariusvirus']	296_0	VC_296_0	Clustered
Xanthomonas~phage~RiverRider	['Caudovirales']	['Podoviridae']	['G7cvirus', 'Johnsonvirus', 'Jwalphavirus', 'N4virus', 'Ea92virus', 'Gamaleyavirus']	6_0	VC_6_0	Clustered
Xanthomonas~phage~Xf109	['Tubulavirales']	['Inoviridae']	['Scuticavirus', 'Coriovirus', 'Xylivirus']	860_0	VC_860_0	Clustered
Xanthomonas~phage~vB_XveM_DIBBI	['Caudovirales']	['Myoviridae']	Unassigned	111_0	VC_111_0	Clustered
Xanthomonas~virus~Cf1c	['Tubulavirales']	['Inoviridae']	['Scuticavirus', 'Coriovirus', 'Xylivirus']	860_0	VC_860_0	Clustered
Xanthomonas~virus~XcP1	['Caudovirales']	['Myoviridae']	['Pbunavirus', 'Carpasinavirus', 'Tabernariusvirus']	296_0	VC_296_0	Clustered
Xylella~phage~Xfas53	['Caudovirales']	['Podoviridae']	Unassigned	255_0	VC_255_0	Clustered
Yersinia~phage~Berlin	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~PST	['Caudovirales']	['Myoviridae']	['Tequatrovirus', 'T4virus']	41_6	VC_41_6	Clustered
Yersinia~phage~PY54	['Caudovirales']	['Siphoviridae']	Unassigned	294_0	VC_294_0	Clustered
Yersinia~phage~PYPS50	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~Yep-phi	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~Yepe2	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~YpP-Y	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~YpsP-G	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~fHe-Yen3-01	['Caudovirales']	['Autographiviridae']	['Cronosvirus', 'Pokrovskaiavirus', 'Pienvirus', 'Aerosvirus', 'Panjvirus', 'Wanjuvirus', 'Aghbyvirus', 'Ahphunavirus']	79_0	VC_79_0	Clustered
Yersinia~phage~fHe-Yen9-04	['Caudovirales']	['Myoviridae']	['Eneladusvirus']	115_3	VC_115_3	Clustered/Singleton
Yersinia~phage~phi80-18	['Caudovirales']	['Autographiviridae']	['Cronosvirus', 'Pokrovskaiavirus', 'Pienvirus', 'Aerosvirus', 'Panjvirus', 'Wanjuvirus', 'Aghbyvirus', 'Ahphunavirus']	79_0	VC_79_0	Clustered
Yersinia~phage~phiA1122	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~phiD1	['Caudovirales']	['Myoviridae']	['Tequatrovirus', 'T4virus']	41_6	VC_41_6	Clustered
Yersinia~phage~phiR1-RT	['Caudovirales']	['Myoviridae']	['Tg1virus']	41_12	VC_41_12	Clustered
Yersinia~phage~phiR201	['Caudovirales']	['Demerecviridae']	['Haartmanvirus']	94_3	VC_94_3	Clustered/Singleton
Yersinia~phage~phiR8-01	['Caudovirales']	['Autographiviridae']	['Cronosvirus', 'Pokrovskaiavirus', 'Pienvirus', 'Aerosvirus', 'Panjvirus', 'Wanjuvirus', 'Aghbyvirus', 'Ahphunavirus']	79_0	VC_79_0	Clustered
Yersinia~phage~phiYe-F10	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~phiYeO3-12	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~vB_YenM_TG1	['Caudovirales']	['Myoviridae']	['Tg1virus']	41_12	VC_41_12	Clustered
Yersinia~phage~vB_YenP_AP10	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~vB_YenP_AP5	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Yersinia~phage~vB_YenP_ISAO8	['Caudovirales']	['Autographiviridae']	['Cronosvirus', 'Pokrovskaiavirus', 'Pienvirus', 'Aerosvirus', 'Panjvirus', 'Wanjuvirus', 'Aghbyvirus', 'Ahphunavirus']	79_0	VC_79_0	Clustered
Yersinia~virus~L413C	['Caudovirales']	['Myoviridae']	['Eganvirus', 'P2virus', 'Peduovirus', 'Stockinghallvirus']	164_0	VC_164_0	Clustered
Acholeplasma~virus~L2	Unassigned	Unassigned	Unassigned			Singleton
Acholeplasma~virus~MV-L51	Unassigned	Unassigned	Unassigned			Singleton
Acidianus~filamentous~virus~1	Unassigned	Unassigned	Unassigned			Outlier
Acidianus~rod-shaped~virus~1	Unassigned	Unassigned	Unassigned			Outlier
Acidianus~rod-shaped~virus~2	Unassigned	Unassigned	Unassigned			Outlier
Acidianus~tailed~spindle~virus	Unassigned	Unassigned	Unassigned			Outlier
Acidianus~two-tailed~virus	Unassigned	Unassigned	Unassigned			Outlier
Acidovorax~phage~ACP17	Unassigned	Unassigned	Unassigned			Outlier
Acinetobacter~phage~AP205	Unassigned	Unassigned	Unassigned			Singleton
Acinetobacter~phage~Presley	Unassigned	Unassigned	Unassigned			Outlier
Acinetobacter~phage~YMC13/03/R2096	Unassigned	Unassigned	Unassigned			Outlier
Acinetobacter~phage~phiAC-1	Unassigned	Unassigned	Unassigned			Outlier
Aeribacillus~phage~AP45	Unassigned	Unassigned	Unassigned			Overlap (VC_65/VC_67)
Aeromonas~phage~AhSzq-1	Unassigned	Unassigned	Unassigned			Overlap (VC_93/VC_96)
Aeromonas~phage~AhSzw-1	Unassigned	Unassigned	Unassigned			Overlap (VC_93/VC_96)
Aeromonas~phage~vB_AsaM-56	Unassigned	Unassigned	Unassigned			Outlier
Aeropyrum~coil-shaped~virus	Unassigned	Unassigned	Unassigned			Singleton
Aeropyrum~globular~virus~1	Unassigned	Unassigned	Unassigned			Singleton
Aeropyrum~pernix~bacilliform~virus~1	Unassigned	Unassigned	Unassigned			Singleton
Aeropyrum~pernix~ovoid~virus~1	Unassigned	Unassigned	Unassigned			Singleton
Aeropyrum~pernix~spindle-shaped~virus~1	Unassigned	Unassigned	Unassigned			Singleton
Agrobacterium~phage~7-7-1	Unassigned	Unassigned	Unassigned			Outlier
Agrobacterium~phage~Atu_ph02	Unassigned	Unassigned	Unassigned			Overlap (VC_85/VC_115)
Agrobacterium~phage~Atu_ph03	Unassigned	Unassigned	Unassigned			Overlap (VC_85/VC_115)
Agrobacterium~phage~Atu_ph07	Unassigned	Unassigned	Unassigned			Outlier
Alphaproteobacteria~virus~phiJl001	Unassigned	Unassigned	Unassigned			Outlier
Alteromonas~phage~vB_AcoS-R7M	Unassigned	Unassigned	Unassigned			Outlier
Alteromonas~phage~vB_AmaP_AD45-P1	Unassigned	Unassigned	Unassigned			Outlier
Alteromonas~phage~vB_AmeM_PT11-V22	Unassigned	Unassigned	Unassigned			Outlier
Alteromonas~virus~vB_AspP-H4/4	Unassigned	Unassigned	Unassigned			Outlier
Anabaena~phage~A-4L	Unassigned	Unassigned	Unassigned			Outlier
Anoxybacillus~phage~A403	Unassigned	Unassigned	Unassigned			Outlier
Arthrobacter~phage~Anjali	Unassigned	Unassigned	Unassigned			Overlap (VC_56/VC_59/VC_458)
Arthrobacter~phage~Laroye	Unassigned	Unassigned	Unassigned			Singleton
Arthrobacter~phage~Mendel	Unassigned	Unassigned	Unassigned			Overlap (VC_56/VC_59/VC_458)
Arthrobacter~phage~Tank	Unassigned	Unassigned	Unassigned			Outlier
Arthrobacter~phage~Vibaki	Unassigned	Unassigned	Unassigned			Outlier
Aurantimonas~phage~AmM-1	Unassigned	Unassigned	Unassigned			Outlier
Azospirillum~phage~Cd	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~Aurora	Unassigned	Unassigned	Unassigned			Overlap (VC_58/VC_59)
Bacillus~phage~AvesoBmore	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~B4	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~B5S	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~BCJA1c	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~BalMu-1	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~Bastille	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~BceA1	Unassigned	Unassigned	Unassigned			Overlap (VC_66/VC_198)
Bacillus~phage~BigBertha	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~BtCS33	Unassigned	Unassigned	Unassigned			Overlap (VC_198/VC_199)
Bacillus~phage~CAM003	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~Claudi	Unassigned	Unassigned	Unassigned			Overlap (VC_58/VC_59)
Bacillus~phage~Deep-Purple	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~Evoli	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~Hoody~T	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~MG-B1	Unassigned	Unassigned	Unassigned			Overlap (VC_58/VC_59)
Bacillus~phage~Phrodo	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~Riley	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~SP-10	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~SP-15	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~SPG24	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~SPP1	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~Spock	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~Stitch	Unassigned	Unassigned	Unassigned			Overlap (VC_58/VC_59)
Bacillus~phage~Troll	Unassigned	Unassigned	Unassigned			Overlap (VC_170/VC_171)
Bacillus~phage~Waukesha92	Unassigned	Unassigned	Unassigned			Overlap (VC_66/VC_198)
Bacillus~phage~phBC6A51	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~phBC6A52	Unassigned	Unassigned	Unassigned			Overlap (VC_202/VC_232)
Bacillus~phage~phIS3501	Unassigned	Unassigned	Unassigned			Overlap (VC_198/VC_199)
Bacillus~phage~phi4B1	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~phi4J1	Unassigned	Unassigned	Unassigned			Overlap (VC_66/VC_198)
Bacillus~phage~phiCM3	Unassigned	Unassigned	Unassigned			Overlap (VC_198/VC_199)
Bacillus~phage~vB_BanS-Tsamsa	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~vB_BhaS-171	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~phage~vB_BtS_BMBtp3	Unassigned	Unassigned	Unassigned			Overlap (VC_66/VC_198)
Bacillus~virus~1	Unassigned	Unassigned	Unassigned			Overlap (VC_123/VC_238/VC_242)
Bacillus~virus~250	Unassigned	Unassigned	Unassigned			Overlap (VC_177/VC_210)
Bacillus~virus~G	Unassigned	Unassigned	Unassigned			Outlier
Bacillus~virus~IEBH	Unassigned	Unassigned	Unassigned			Overlap (VC_177/VC_210)
Bacillus~virus~SPbeta	Unassigned	Unassigned	Unassigned			Overlap (VC_173/VC_233)
Bacteriophage~Lily	Unassigned	Unassigned	Unassigned			Outlier
Bdellovibrio~phage~phi1402	Unassigned	Unassigned	Unassigned			Singleton
Bifidobacterium~phage~BadAargau2	Unassigned	Unassigned	Unassigned			Overlap (VC_57/VC_59/VC_458)
Bifidobacterium~phage~BadAztec1	Unassigned	Unassigned	Unassigned			Overlap (VC_57/VC_59/VC_458)
Bordetella~phage~vB_BbrM_PHB04	Unassigned	Unassigned	Unassigned			Outlier
Brevibacillus~phage~Jenst	Unassigned	Unassigned	Unassigned			Outlier
Brochothrix~phage~A9	Unassigned	Unassigned	Unassigned			Outlier
Brochothrix~phage~NF5	Unassigned	Unassigned	Unassigned			Overlap (VC_127/VC_130)
Burkholderia~phage~BcepB1A	Unassigned	Unassigned	Unassigned			Outlier
Burkholderia~phage~BcepGomr	Unassigned	Unassigned	Unassigned			Outlier
Burkholderia~phage~KS10	Unassigned	Unassigned	Unassigned			Outlier
Burkholderia~phage~phiE125	Unassigned	Unassigned	Unassigned			Singleton
Burkholderia~phage~vB_BmuP_KL4	Unassigned	Unassigned	Unassigned			Overlap (VC_249/VC_251)
Burkholderia~virus~BcepC6B	Unassigned	Unassigned	Unassigned			Overlap (VC_249/VC_251)
Burkholderia~virus~BcepMu	Unassigned	Unassigned	Unassigned			Overlap (VC_304/VC_308)
Burkholderia~virus~phiE255	Unassigned	Unassigned	Unassigned			Overlap (VC_304/VC_308)
Butyrivibrio~virus~Arawn	Unassigned	Unassigned	Unassigned			Outlier
Caulobacter~phage~Cr30	Unassigned	Unassigned	Unassigned			Outlier
Caulobacter~phage~Sansa	Unassigned	Unassigned	Unassigned			Singleton
Caulobacter~phage~phiCb5	Unassigned	Unassigned	Unassigned			Singleton
Cellulophaga~phage~phi14:2	Unassigned	Unassigned	Unassigned			Outlier
Cellulophaga~phage~phi38:1	Unassigned	Unassigned	Unassigned			Outlier
Cellulophaga~phage~phi39:1	Unassigned	Unassigned	Unassigned			Singleton
Cellulophaga~phage~phi46:1	Unassigned	Unassigned	Unassigned			Outlier
Cellulophaga~phage~phi48:2	Unassigned	Unassigned	Unassigned			Singleton
Cellulophaga~phage~phiSM	Unassigned	Unassigned	Unassigned			Outlier
Cellulophaga~phage~phiST	Unassigned	Unassigned	Unassigned			Outlier
Clostridium~phage~c-st	Unassigned	Unassigned	Unassigned			Outlier
Clostridium~phage~phi8074-B1	Unassigned	Unassigned	Unassigned			Outlier
Clostridium~phage~phiCD211	Unassigned	Unassigned	Unassigned			Outlier
Clostridium~phage~phiCD6356	Unassigned	Unassigned	Unassigned			Outlier
Clostridium~phage~phiCT19406C	Unassigned	Unassigned	Unassigned			Outlier
Clostridium~phage~susfortuna	Unassigned	Unassigned	Unassigned			Outlier
Colwellia~phage~9A	Unassigned	Unassigned	Unassigned			Singleton
Corynebacterium~phage~Juicebox	Unassigned	Unassigned	Unassigned			Overlap (VC_380/VC_489)
Corynebacterium~phage~P1201	Unassigned	Unassigned	Unassigned			Outlier
Corynebacterium~phage~Poushou	Unassigned	Unassigned	Unassigned			Overlap (VC_380/VC_489)
Croceibacter~phage~P2559S	Unassigned	Unassigned	Unassigned			Outlier
Croceibacter~phage~P2559Y	Unassigned	Unassigned	Unassigned			Outlier
Cronobacter~phage~CR3	Unassigned	Unassigned	Unassigned			Overlap (VC_73/VC_74)
Cronobacter~phage~CR8	Unassigned	Unassigned	Unassigned			Overlap (VC_73/VC_74)
Cronobacter~phage~CR9	Unassigned	Unassigned	Unassigned			Overlap (VC_73/VC_74)
Cronobacter~phage~ENT39118	Unassigned	Unassigned	Unassigned			Outlier
Cronobacter~phage~ENT47670	Unassigned	Unassigned	Unassigned			Outlier
Cronobacter~phage~PBES~02	Unassigned	Unassigned	Unassigned			Overlap (VC_73/VC_74)
Cronobacter~phage~S13	Unassigned	Unassigned	Unassigned			Outlier
Cronobacter~phage~phiES15	Unassigned	Unassigned	Unassigned			Outlier
Cyanophage~KBS-S-2A	Unassigned	Unassigned	Unassigned			Outlier
Deep-sea~thermophilic~phage~D6E	Unassigned	Unassigned	Unassigned			Overlap (VC_65/VC_67)
Delftia~phage~PhiW-14	Unassigned	Unassigned	Unassigned			Outlier
Dickeya~phage~Dagda	Unassigned	Unassigned	Unassigned			Overlap (VC_345/VC_346)
Dickeya~phage~Katbat	Unassigned	Unassigned	Unassigned			Overlap (VC_345/VC_346)
Dickeya~phage~Luksen	Unassigned	Unassigned	Unassigned			Overlap (VC_345/VC_346)
Dickeya~phage~Mysterion	Unassigned	Unassigned	Unassigned			Overlap (VC_345/VC_346)
Dinoroseobacter~phage~vB_DshS-R5C	Unassigned	Unassigned	Unassigned			Outlier
Edwardsiella~phage~GF-2	Unassigned	Unassigned	Unassigned			Outlier
Enterobacter~phage~EcP1	Unassigned	Unassigned	Unassigned			Outlier
Enterobacter~phage~phiT5282H	Unassigned	Unassigned	Unassigned			Overlap (VC_166/VC_301)
Enterobacteria~phage~BP-4795	Unassigned	Unassigned	Unassigned			Outlier
Enterobacteria~phage~ES18	Unassigned	Unassigned	Unassigned			Outlier
Enterobacteria~phage~Ike	Unassigned	Unassigned	Unassigned			Overlap (VC_434/VC_435)
Enterobacteria~phage~P88	Unassigned	Unassigned	Unassigned			Overlap (VC_166/VC_301)
Enterobacteria~phage~YYZ-2008	Unassigned	Unassigned	Unassigned			Outlier
Enterobacteria~phage~phiJLA23	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Enterobacteria~phage~vB_EcoS_Rogue1	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Enterobacterial~phage~mEp390	Unassigned	Unassigned	Unassigned			Outlier
Enterococcus~phage~ECP3	Unassigned	Unassigned	Unassigned			Overlap (VC_174/VC_209)
Enterococcus~phage~EF24C	Unassigned	Unassigned	Unassigned			Overlap (VC_174/VC_209)
Enterococcus~phage~EF62phi	Unassigned	Unassigned	Unassigned			Outlier
Enterococcus~phage~EFAP-1	Unassigned	Unassigned	Unassigned			Outlier
Enterococcus~phage~EFC-1	Unassigned	Unassigned	Unassigned			Overlap (VC_124/VC_127/VC_130)
Enterococcus~phage~EFDG1	Unassigned	Unassigned	Unassigned			Overlap (VC_174/VC_209)
Enterococcus~phage~EFLK1	Unassigned	Unassigned	Unassigned			Overlap (VC_174/VC_209)
Enterococcus~phage~EFP01	Unassigned	Unassigned	Unassigned			Overlap (VC_174/VC_209)
Enterococcus~phage~EFRM31	Unassigned	Unassigned	Unassigned			Outlier
Enterococcus~phage~EfV12-phi1	Unassigned	Unassigned	Unassigned			Overlap (VC_174/VC_209)
Enterococcus~phage~IME-EFm1	Unassigned	Unassigned	Unassigned			Outlier
Enterococcus~phage~IME-EFm5	Unassigned	Unassigned	Unassigned			Outlier
Enterococcus~phage~phiEF24C-P2	Unassigned	Unassigned	Unassigned			Singleton
Enterococcus~phage~phiEf11	Unassigned	Unassigned	Unassigned			Overlap (VC_124/VC_127/VC_130)
Enterococcus~phage~vB_EfaP_IME195	Unassigned	Unassigned	Unassigned			Overlap (VC_459/VC_468)
Enterococcus~phage~vB_EfaS_IME197	Unassigned	Unassigned	Unassigned			Overlap (VC_124/VC_127/VC_130)
Enterococcus~phage~vB_Efae230P-4	Unassigned	Unassigned	Unassigned			Overlap (VC_459/VC_468)
Erwinia~phage~ENT90	Unassigned	Unassigned	Unassigned			Overlap (VC_161/VC_165)
Erwinia~phage~PEp14	Unassigned	Unassigned	Unassigned			Outlier
Erwinia~phage~vB_EamP-S6	Unassigned	Unassigned	Unassigned			Outlier
Erwinia~phage~vB_EhrS_49	Unassigned	Unassigned	Unassigned			Outlier
Erwinia~phage~vB_EhrS_59	Unassigned	Unassigned	Unassigned			Outlier
Erysipelothrix~phage~SE-1	Unassigned	Unassigned	Unassigned			Overlap (VC_366/VC_367/VC_368/VC_534)
Escherichia~phage~APECc02	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
Escherichia~phage~C119	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~DTL	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~ECML-117	Unassigned	Unassigned	Unassigned			Overlap (VC_297/VC_298)
Escherichia~phage~FEC19	Unassigned	Unassigned	Unassigned			Overlap (VC_297/VC_298)
Escherichia~phage~FFH2	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
Escherichia~phage~FV3	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
Escherichia~phage~HK639	Unassigned	Unassigned	Unassigned			Outlier
Escherichia~phage~HX01	Unassigned	Unassigned	Unassigned			Outlier
Escherichia~phage~JES2013	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
Escherichia~phage~Murica	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
Escherichia~phage~V18	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
Escherichia~phage~V5	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
Escherichia~phage~e4/1c	Unassigned	Unassigned	Unassigned			Overlap (VC_104/VC_340)
Escherichia~phage~slur16	Unassigned	Unassigned	Unassigned			Overlap (VC_74/VC_76)
